"Country","Year","FoodCode","FoodName","AgeClass","SourceAgeClass","Gender","Number_of_consumers","Consumers_Mean","Consumers_Median","Consumers_P05__g_day_","Consumers_P90__g_day_","Consumers_P95__g_day_","Consumers_P975__g_day_","Consumers_Standard_deviation__g_day_","Number_of_subjects","Total_Mean","Total_Median","Total_P05__g_day_","Total_P90__g_day_","Total_P95__g_day_","Total_P975__g_day_","Total_Standard_deviation__g_day_","Intake_Unit"
"France","2007","A005K","Bread and rolls with special ingredients added","Children and Adolescents","Adolescents","All","52","0.29","0.21","0.09","-1","0.74","0.93","0.25","973","0.02","0","0","-1","0.1","0.23","0.09","g/kg.bw/day"
"France","2007","A0BY0","Leavened bread and similar","Children and Adolescents","Adolescents","All","64","0.39","0.19","0.05","-1","1.12","1.18","0.7","973","0.03","0","0","-1","0.1","0.28","0.2","g/kg.bw/day"
"France","2007","A005L","Multigrain bread and rolls","Children and Adolescents","Adolescents","All","38","0.42","0.28","0.07","-1","0.94","1.19","0.41","973","0.02","0","0","-1","0","0.23","0.11","g/kg.bw/day"
"France","2007","A005M","Mixed wheat and rye bread and rolls","Children and Adolescents","Adolescents","All","14","0.27","0.16","0.05","-1","0.77","0.86","0.27","973","0","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2007","A0BB2","Sandwich bread (hamburger roll-type)","Children and Adolescents","Adolescents","All","104","0.29","0.25","0.12","-1","0.63","0.8","0.18","973","0.03","0","0","-1","0.26","0.33","0.11","g/kg.bw/day"
"France","2007","A004Y","Wheat bread and rolls, white (refined flour)","Children and Adolescents","Adolescents","All","938","1.36","1.09","0.19","-1","3.39","4","1.09","973","1.31","1.07","0.09","-1","3.35","3.94","1.1","g/kg.bw/day"
"France","2007","A005D","Wheat bread and rolls, semi-brown","Children and Adolescents","Adolescents","All","157","0.45","0.31","0.08","-1","1.24","1.6","0.41","973","0.07","0","0","-1","0.51","0.82","0.23","g/kg.bw/day"
"France","2007","A005E","Wheat bread and rolls, brown or wholemeal","Children and Adolescents","Adolescents","All","58","0.32","0.2","0.06","-1","0.96","1.02","0.3","973","0.02","0","0","-1","0.09","0.24","0.1","g/kg.bw/day"
"France","2007","A006M","Rusk","Children and Adolescents","Adolescents","All","252","0.13","0.06","0.01","-1","0.52","0.62","0.17","973","0.03","0","0","-1","0.18","0.37","0.1","g/kg.bw/day"
"France","2007","A006P","Rusk, wholemeal","Children and Adolescents","Adolescents","All","4","0.07","0.05","0.02","-1","0.13","0.14","0.06","973","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A00FA","Cereal bars mixed","Children and Adolescents","Adolescents","All","98","0.19","0.13","0.04","-1","0.55","0.68","0.17","973","0.02","0","0","-1","0.13","0.23","0.08","g/kg.bw/day"
"France","2007","A00EL","Mixed breakfast cereals","Children and Adolescents","Adolescents","All","23","0.49","0.29","0.13","-1","1.22","1.39","0.44","973","0.01","0","0","-1","0","0","0.1","g/kg.bw/day"
"France","2007","A00EJ","Muesli and similar mixed breakfast cereals","Children and Adolescents","Adolescents","All","30","0.41","0.25","0.1","-1","1.22","1.23","0.37","973","0.01","0","0","-1","0","0.13","0.1","g/kg.bw/day"
"France","2007","A00DD","Processed maize-based flakes","Children and Adolescents","Adolescents","All","78","0.35","0.21","0.05","-1","0.97","1.41","0.54","973","0.03","0","0","-1","0.14","0.31","0.18","g/kg.bw/day"
"France","2007","A00EF","Processed wheat-based flakes","Children and Adolescents","Adolescents","All","90","0.54","0.37","0.08","-1","1.25","1.47","0.59","973","0.05","0","0","-1","0.32","0.67","0.24","g/kg.bw/day"
"France","2007","A00EM","Processed mixed cereal-based flakes","Children and Adolescents","Adolescents","All","42","0.42","0.31","0.06","-1","1.18","1.43","0.41","973","0.02","0","0","-1","0","0.24","0.12","g/kg.bw/day"
"France","2007","A04QY","Cereal flakes and similar","Children and Adolescents","Adolescents","All","231","0.44","0.29","0.09","-1","1.21","1.67","0.41","973","0.1","0","0","-1","0.66","0.91","0.27","g/kg.bw/day"
"France","2007","A00EP","Corn semolina based thick soup","Adults and Elderly","Adults","All","25","0.41","0.36","0.18","-1","0.91","0.97","0.24","2276","0","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2007","A04NS","Other desserts spoonable","Adults and Elderly","Adults","All","365","0.44","0.31","0.14","-1","1.03","1.35","0.35","2276","0.07","0","0","-1","0.45","0.71","0.21","g/kg.bw/day"
"France","2007","A032B","Boiled eggs","Adults and Elderly","Adults","All","1521","0.13","0.09","0.01","-1","0.41","0.5","0.14","2276","0.09","0.03","0","-1","0.36","0.44","0.13","g/kg.bw/day"
"France","2007","A032D","Poached eggs","Adults and Elderly","Adults","All","845","0.31","0.26","0.08","-1","0.65","0.73","0.19","2276","0.11","0","0","-1","0.51","0.59","0.19","g/kg.bw/day"
"France","2007","A0F6G","Egg white","Adults and Elderly","Adults","All","162","0.01","0","0","-1","0","0.05","0.04","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A0F6F","Egg yolk","Adults and Elderly","Adults","All","240","0.02","0.01","0","-1","0.07","0.09","0.03","2276","0","0","0","-1","0.01","0.03","0.01","g/kg.bw/day"
"France","2007","A031G","Hen eggs","Adults and Elderly","Adults","All","505","0.06","0.04","0","-1","0.2","0.29","0.08","2276","0.01","0","0","-1","0.08","0.12","0.05","g/kg.bw/day"
"France","2007","A0CVE","Frog meat (Rana genus)","Adults and Elderly","Adults","All","11","0.16","0.13","0.05","-1","0.34","0.36","0.11","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A02LN","Snail, roman","Adults and Elderly","Adults","All","37","0.11","0.09","0.05","-1","0.23","0.34","0.08","2276","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A0FCP","Edible crab","Adults and Elderly","Adults","All","101","0.05","0.04","0.01","-1","0.14","0.15","0.05","2276","0","0","0","-1","0","0.03","0.02","g/kg.bw/day"
"France","2007","A02FD","Crustaceans","Adults and Elderly","Adults","All","29","0.06","0.06","0.01","-1","0.13","0.15","0.04","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A02FG","Freshwater crayfishes","Adults and Elderly","Adults","All","9","0.07","0.03","0.01","-1","0.21","0.25","0.09","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A02FP","Lobsters","Adults and Elderly","Adults","All","4","0.13","0.12","0.02","-1","0.25","0.26","0.11","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A02FV","Spiny and rock lobsters","Adults and Elderly","Adults","All","28","0.09","0.06","0.01","-1","0.22","0.23","0.07","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A02FX","Shrimps and prawns","Adults and Elderly","Adults","All","591","0.08","0.05","0.01","-1","0.2","0.27","0.07","2276","0.02","0","0","-1","0.12","0.17","0.05","g/kg.bw/day"
"France","2007","A02GB","Shrimps, common","Adults and Elderly","Adults","All","1","0.16","0.16","0.16","-1","0.16","0.16","0","2276","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A028G","River eels","Adults and Elderly","Adults","All","1","0.2","0.2","0.2","-1","0.2","0.2","0","2276","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A029N","Rainbow trout","Adults and Elderly","Adults","All","53","0.26","0.22","0.07","-1","0.49","0.53","0.14","2276","0.01","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2007","A0C75","Salmons","Adults and Elderly","Adults","All","435","0.27","0.25","0.04","-1","0.6","0.7","0.19","2276","0.05","0","0","-1","0.36","0.44","0.13","g/kg.bw/day"
"France","2007","A026V","Fish (meat)","Adults and Elderly","Adults","All","455","0.32","0.25","0.05","-1","0.8","0.92","0.25","2276","0.06","0","0","-1","0.41","0.55","0.17","g/kg.bw/day"
"France","2007","A027D","Carp, common","Adults and Elderly","Adults","All","2","0.42","0.42","0.15","-1","0.68","0.69","0.41","2276","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A027N","Perch","Adults and Elderly","Adults","All","36","0.33","0.26","0.12","-1","0.69","0.77","0.18","2276","0.01","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2007","A027X","Northern pike","Adults and Elderly","Adults","All","1","0.24","0.24","0.24","-1","0.24","0.24","0","2276","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2007","A030X","Cheese, pont l'eveque","Children and Adolescents","Other children","All","1","0.14","0.14","0.14","-1","0.14","0.14","0","482","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A030Y","Cheese, reblochon","Children and Adolescents","Other children","All","18","0.21","0.11","0.05","-1","0.84","0.85","0.25","482","0.01","0","0","-1","0","0.08","0.06","g/kg.bw/day"
"France","2007","A02RJ","Soft-ripened washed-rind cheese (limburger type)","Children and Adolescents","Other children","All","14","0.19","0.18","0.09","-1","0.31","0.32","0.08","482","0.01","0","0","-1","0","0.12","0.03","g/kg.bw/day"
"France","2007","A02RN","Cheese, munster","Children and Adolescents","Other children","All","4","0.26","0.3","0.13","-1","0.32","0.32","0.1","482","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A02RP","Cheese, serpa","Children and Adolescents","Other children","All","11","0.18","0.14","0.05","-1","0.43","0.44","0.14","482","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A02RR","Cheese, vacherin mont d'or","Children and Adolescents","Other children","All","2","0.36","0.36","0.16","-1","0.55","0.56","0.3","482","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A02RT","Soft-ripened cheese with bloomy rind (white mould) (brie, camembert type)","Children and Adolescents","Other children","All","24","0.42","0.26","0.06","-1","1.14","1.24","0.39","482","0.02","0","0","-1","0","0.26","0.12","g/kg.bw/day"
"France","2007","A02RV","Cheese, brie","Children and Adolescents","Other children","All","28","0.36","0.25","0.12","-1","0.97","1.02","0.28","482","0.02","0","0","-1","0.17","0.27","0.11","g/kg.bw/day"
"France","2007","A02RX","Cheese, camembert","Children and Adolescents","Other children","All","163","0.4","0.27","0.02","-1","1.07","1.54","0.44","482","0.13","0","0","-1","0.75","0.9","0.32","g/kg.bw/day"
"France","2007","A02RZ","Cheese, chevre mould ripened","Children and Adolescents","Other children","All","28","0.29","0.27","0.08","-1","0.67","0.69","0.18","482","0.02","0","0","-1","0.11","0.29","0.08","g/kg.bw/day"
"France","2007","A02SA","Cheese, coulommiers","Children and Adolescents","Other children","All","15","0.55","0.36","0.13","-1","1.31","1.63","0.49","482","0.02","0","0","-1","0","0.18","0.13","g/kg.bw/day"
"France","2007","A02SF","Cheese, saint marcellin","Children and Adolescents","Other children","All","4","0.27","0.13","0.06","-1","0.67","0.72","0.33","482","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2007","A02PX","Custard","Children and Adolescents","Other children","All","206","1.74","1.28","0.33","-1","4.97","5.95","1.48","482","0.74","0","0","-1","3.68","4.62","1.29","g/kg.bw/day"
"France","2007","A02PV","Dairy desserts spoonable","Children and Adolescents","Other children","All","89","1.26","0.95","0.46","-1","2.95","3.26","0.91","482","0.23","0","0","-1","1.61","2.23","0.63","g/kg.bw/day"
"France","2007","A02PY","Starchy pudding","Children and Adolescents","Other children","All","9","0.69","0.63","0.24","-1","1.14","1.16","0.37","482","0.01","0","0","-1","0","0","0.1","g/kg.bw/day"
"France","2007","A02QA","Ice cream, milk-based","Children and Adolescents","Other children","All","139","0.87","0.7","0.25","-1","2.58","2.97","0.72","482","0.25","0","0","-1","1.2","1.59","0.55","g/kg.bw/day"
"France","2007","A0C69","Fermented milk products","Children and Adolescents","Other children","All","4","1.33","1.29","0.82","-1","1.88","1.89","0.56","482","0.01","0","0","-1","0","0","0.13","g/kg.bw/day"
"France","2007","A02NR","Probiotic milk-like drinks","Children and Adolescents","Other children","All","86","1.94","1.31","0.45","-1","4.89","5.63","1.52","482","0.35","0","0","-1","2.87","3.63","0.98","g/kg.bw/day"
"France","2007","A02NE","Yoghurt","Children and Adolescents","Other children","All","74","1.76","1.12","0.48","-1","5.8","6.72","1.93","482","0.27","0","0","-1","1.57","2.52","0.98","g/kg.bw/day"
"France","2007","A02NF","Yoghurt, cow milk","Children and Adolescents","Other children","All","4","0.78","0.67","0.43","-1","1.27","1.32","0.42","482","0.01","0","0","-1","0","0","0.08","g/kg.bw/day"
"France","2007","A02NG","Yoghurt, cow milk, plain","Children and Adolescents","Other children","All","123","2.03","1.23","0.59","-1","5.27","6.81","2.03","482","0.52","0","0","-1","3.14","4.26","1.35","g/kg.bw/day"
"France","2007","A02NH","Yoghurt, cow milk, flavoured","Children and Adolescents","Other children","All","292","2.3","1.68","0.57","-1","5.53","7.4","2","482","1.4","0.77","0","-1","4.96","6.01","1.92","g/kg.bw/day"
"France","2007","A026M","Liver based spreadable-textured specialities","Adults and Elderly","Adults","All","566","0.14","0.09","0","-1","0.43","0.55","0.16","2276","0.03","0","0","-1","0.22","0.32","0.1","g/kg.bw/day"
"France","2007","A026Q","Pate, chicken liver","Adults and Elderly","Adults","All","14","0.15","0.1","0.03","-1","0.36","0.39","0.12","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A026P","Pate, goose liver","Adults and Elderly","Adults","All","43","0.13","0.1","0.03","-1","0.32","0.35","0.1","2276","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A026R","Pate, pork liver","Adults and Elderly","Adults","All","86","0.15","0.1","0.04","-1","0.43","0.6","0.13","2276","0.01","0","0","-1","0","0.09","0.04","g/kg.bw/day"
"France","2007","A023K","Cooked pork ham","Adults and Elderly","Adults","All","1809","0.23","0.18","0.02","-1","0.54","0.65","0.18","2276","0.18","0.14","0","-1","0.52","0.61","0.18","g/kg.bw/day"
"France","2007","A04ND","Processed whole meat products","Adults and Elderly","Adults","All","162","0.19","0.14","0.04","-1","0.48","0.57","0.15","2276","0.01","0","0","-1","0.11","0.2","0.06","g/kg.bw/day"
"France","2007","A022T","Ham, pork","Adults and Elderly","Adults","All","382","0.15","0.11","0.03","-1","0.42","0.52","0.14","2276","0.03","0","0","-1","0.16","0.27","0.08","g/kg.bw/day"
"France","2007","A022X","Bacon","Adults and Elderly","Adults","All","956","0.1","0.06","0.01","-1","0.26","0.38","0.11","2276","0.04","0","0","-1","0.18","0.25","0.09","g/kg.bw/day"
"France","2007","A022Y","Pancetta","Adults and Elderly","Adults","All","7","0.08","0.08","0.04","-1","0.13","0.13","0.04","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A022R","Raw cured (or seasoned) meat","Adults and Elderly","Adults","All","7","0.1","0.07","0.04","-1","0.24","0.27","0.09","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A024M","Chipolata-type sausage","Adults and Elderly","Adults","All","97","0.19","0.18","0.09","-1","0.4","0.43","0.09","2276","0.01","0","0","-1","0","0.17","0.04","g/kg.bw/day"
"France","2007","A024G","Fresh raw sausages","Adults and Elderly","Adults","All","191","0.04","0.03","0.01","-1","0.08","0.1","0.02","2276","0","0","0","-1","0.03","0.05","0.01","g/kg.bw/day"
"France","2007","A024J","Fresh spiced sausages in casing","Adults and Elderly","Adults","All","369","0.17","0.11","0.02","-1","0.48","0.61","0.18","2276","0.03","0","0","-1","0.22","0.3","0.1","g/kg.bw/day"
"France","2007","A024V","Cured ripened raw sausages","Adults and Elderly","Adults","All","686","0.12","0.08","0.01","-1","0.37","0.45","0.14","2276","0.03","0","0","-1","0.19","0.27","0.09","g/kg.bw/day"
"France","2007","A024X","Salami-type sausage","Adults and Elderly","Adults","All","99","0.1","0.07","0.03","-1","0.25","0.3","0.09","2276","0","0","0","-1","0","0.06","0.03","g/kg.bw/day"
"France","2007","A025C","Chorizo and similar","Adults and Elderly","Adults","All","153","0.06","0.04","0.01","-1","0.16","0.26","0.06","2276","0","0","0","-1","0.02","0.05","0.02","g/kg.bw/day"
"France","2007","A026A","Pre-cooked sausages to be cooked before consumption","Adults and Elderly","Adults","All","82","0.26","0.23","0.11","-1","0.51","0.62","0.14","2276","0.01","0","0","-1","0","0.19","0.06","g/kg.bw/day"
"France","2007","A026B","Frankfurt-type sausage","Adults and Elderly","Adults","All","178","0.12","0.09","0.04","-1","0.27","0.33","0.12","2276","0.01","0","0","-1","0.08","0.12","0.05","g/kg.bw/day"
"France","2007","A026H","Cervelat (swiss type)","Adults and Elderly","Adults","All","63","0.11","0.09","0.03","-1","0.21","0.25","0.06","2276","0","0","0","-1","0","0.04","0.02","g/kg.bw/day"
"France","2007","A0EYP","Preserved or partly preserved sausages","Adults and Elderly","Adults","All","617","0.17","0.13","0.02","-1","0.48","0.64","0.17","2276","0.05","0","0","-1","0.26","0.36","0.12","g/kg.bw/day"
"France","2007","A025N","Sliceable or firm cooked sausages","Adults and Elderly","Adults","All","108","0.24","0.24","0.04","-1","0.5","0.59","0.16","2276","0.01","0","0","-1","0","0.24","0.06","g/kg.bw/day"
"France","2007","A025Q","Mortadella-type sausage","Adults and Elderly","Adults","All","27","0.1","0.06","0.02","-1","0.22","0.24","0.07","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A025S","Blood-type sausage","Adults and Elderly","Adults","All","152","0.29","0.27","0.12","-1","0.56","0.66","0.14","2276","0.02","0","0","-1","0.2","0.3","0.08","g/kg.bw/day"
"France","2007","A0F4Q","Extruded breakfast cereal products","Children and Adolescents","Adolescents","All","44","0.45","0.26","0.07","-1","1.1","1.15","0.69","973","0.02","0","0","-1","0","0.23","0.17","g/kg.bw/day"
"France","2007","A00DC","Popcorn (maize, popped)","Children and Adolescents","Adolescents","All","49","0.23","0.16","0.04","-1","0.63","0.77","0.23","973","0.01","0","0","-1","0.02","0.16","0.07","g/kg.bw/day"
"France","2007","A00DR","Rice, popped","Children and Adolescents","Adolescents","All","48","0.37","0.23","0.08","-1","1.12","1.2","0.34","973","0.02","0","0","-1","0","0.22","0.11","g/kg.bw/day"
"France","2007","A00EE","Wheat, popped","Children and Adolescents","Adolescents","All","57","0.29","0.22","0.08","-1","0.65","0.71","0.21","973","0.02","0","0","-1","0.12","0.25","0.09","g/kg.bw/day"
"France","2007","A04LL","Popped cereals","Children and Adolescents","Adolescents","All","58","0.3","0.19","0.03","-1","0.83","1.18","0.29","973","0.02","0","0","-1","0.09","0.25","0.1","g/kg.bw/day"
"France","2007","A002Q","Maize flour","Children and Adolescents","Adolescents","All","13","0.07","0.07","0.02","-1","0.13","0.15","0.04","973","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A003F","Rice flour","Children and Adolescents","Adolescents","All","61","0.03","0.02","0.01","-1","0.08","0.1","0.02","973","0","0","0","-1","0.01","0.03","0.01","g/kg.bw/day"
"France","2007","A003Y","Wheat flour white","Children and Adolescents","Adolescents","All","748","0.16","0.11","0.01","-1","0.46","0.61","0.18","973","0.12","0.07","0","-1","0.41","0.52","0.17","g/kg.bw/day"
"France","2007","A002C","Cereal bran","Children and Adolescents","Adolescents","All","5","0.53","0.67","0.13","-1","0.73","0.74","0.29","973","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2007","A004Q","Wheat germ","Children and Adolescents","Adolescents","All","3","0.1","0.03","0.03","-1","0.22","0.23","0.12","973","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A001E","Rice grain, brown","Children and Adolescents","Adolescents","All","19","0.49","0.36","0.16","-1","1.32","1.54","0.42","973","0.01","0","0","-1","0","0","0.09","g/kg.bw/day"
"France","2007","A003D","Rice grain, polished","Children and Adolescents","Adolescents","All","649","0.64","0.48","0.13","-1","1.65","2.03","0.58","973","0.43","0.27","0","-1","1.43","1.74","0.56","g/kg.bw/day"
"France","2007","A001P","Durum wheat grain","Children and Adolescents","Adolescents","All","95","0.41","0.33","0.05","-1","1.19","1.53","0.38","973","0.04","0","0","-1","0.32","0.5","0.17","g/kg.bw/day"
"France","2007","A00AE","Biscuit with inclusions, filling or coating","Children and Adolescents","Adolescents","All","373","0.46","0.26","0.05","-1","1.57","1.85","0.64","973","0.18","0","0","-1","0.89","1.38","0.45","g/kg.bw/day"
"France","2007","A009V","Biscuits","Children and Adolescents","Adolescents","All","24","0.32","0.16","0.03","-1","1.09","1.44","0.45","973","0.01","0","0","-1","0","0","0.09","g/kg.bw/day"
"France","2007","A009X","Biscuits, sweet, plain","Children and Adolescents","Adolescents","All","227","0.2","0.11","0.02","-1","0.62","0.89","0.33","973","0.05","0","0","-1","0.23","0.41","0.18","g/kg.bw/day"
"France","2007","A009Y","Butter biscuits","Children and Adolescents","Adolescents","All","46","0.13","0.09","0.03","-1","0.35","0.54","0.12","973","0.01","0","0","-1","0","0.09","0.04","g/kg.bw/day"
"France","2007","A009Z","Biscuits, chocolate","Children and Adolescents","Adolescents","All","230","0.27","0.18","0.03","-1","0.76","1.05","0.3","973","0.06","0","0","-1","0.39","0.54","0.19","g/kg.bw/day"
"France","2007","A00AN","Cakes","Children and Adolescents","Adolescents","All","29","0.59","0.46","0.15","-1","1.37","1.83","0.52","973","0.02","0","0","-1","0","0.23","0.13","g/kg.bw/day"
"France","2007","A00BG","Chocolate cake","Children and Adolescents","Adolescents","All","210","0.44","0.32","0.12","-1","1.11","1.36","0.38","973","0.1","0","0","-1","0.63","0.79","0.25","g/kg.bw/day"
"France","2007","A00AP","Plain cakes","Children and Adolescents","Adolescents","All","133","0.34","0.24","0.07","-1","1.02","1.28","0.34","973","0.05","0","0","-1","0.29","0.46","0.17","g/kg.bw/day"
"France","2007","A00AQ","Sponge cake","Children and Adolescents","Adolescents","All","134","0.36","0.24","0.06","-1","0.94","1.33","0.47","973","0.05","0","0","-1","0.31","0.51","0.21","g/kg.bw/day"
"France","2007","A02BV","Cod","Adults and Elderly","Adults","All","151","0.31","0.26","0.03","-1","0.7","0.78","0.2","2276","0.02","0","0","-1","0.2","0.32","0.09","g/kg.bw/day"
"France","2007","A02CA","Haddock","Adults and Elderly","Adults","All","9","0.34","0.32","0.17","-1","0.56","0.59","0.15","2276","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A02CB","Hakes","Adults and Elderly","Adults","All","37","0.28","0.23","0.09","-1","0.57","1.11","0.23","2276","0","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2007","A02CC","Ling","Adults and Elderly","Adults","All","15","0.29","0.25","0.14","-1","0.54","0.63","0.15","2276","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A02CE","Pollack, pollock","Adults and Elderly","Adults","All","169","0.31","0.28","0.06","-1","0.66","0.73","0.18","2276","0.02","0","0","-1","0.23","0.34","0.1","g/kg.bw/day"
"France","2007","A02CG","Whiting","Adults and Elderly","Adults","All","62","0.32","0.26","0.13","-1","0.82","0.98","0.22","2276","0.01","0","0","-1","0","0.14","0.06","g/kg.bw/day"
"France","2007","A0FAP","Alaska pollock","Adults and Elderly","Adults","All","199","0.09","0.07","0.02","-1","0.21","0.23","0.06","2276","0.01","0","0","-1","0.06","0.1","0.03","g/kg.bw/day"
"France","2007","A02AY","Halibut","Adults and Elderly","Adults","All","15","0.33","0.33","0.23","-1","0.48","0.49","0.08","2276","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A02BC","Plaice","Adults and Elderly","Adults","All","7","0.27","0.28","0.12","-1","0.39","0.41","0.11","2276","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A02BF","Sole","Adults and Elderly","Adults","All","69","0.31","0.28","0.1","-1","0.58","0.7","0.18","2276","0.01","0","0","-1","0","0.16","0.06","g/kg.bw/day"
"France","2007","A02BG","Turbot","Adults and Elderly","Adults","All","4","0.19","0.14","0.09","-1","0.36","0.38","0.14","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A02DB","European sardine","Adults and Elderly","Adults","All","34","0.14","0.13","0.04","-1","0.26","0.31","0.08","2276","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A02DD","Anchovies","Adults and Elderly","Adults","All","13","0.14","0.07","0.03","-1","0.49","0.73","0.25","2276","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A02DE","Herrings","Adults and Elderly","Adults","All","8","0.12","0.1","0.04","-1","0.25","0.26","0.08","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A029S","Miscellaneous coastal marine fishes","Adults and Elderly","Adults","All","34","0.25","0.24","0.06","-1","0.48","0.54","0.15","2276","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2007","A029T","Sea bass","Adults and Elderly","Adults","All","26","0.3","0.29","0.13","-1","0.51","0.53","0.11","2276","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A02AD","Mullets","Adults and Elderly","Adults","All","1","0.29","0.29","0.29","-1","0.29","0.29","0","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A02AN","Scorpion fishes","Adults and Elderly","Adults","All","4","0.36","0.37","0.27","-1","0.43","0.44","0.08","2276","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A02BJ","Anglerfish, monkfish and stargazers","Adults and Elderly","Adults","All","26","0.25","0.19","0.12","-1","0.55","0.59","0.14","2276","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A02CT","Mackerel","Adults and Elderly","Adults","All","23","0.22","0.17","0.07","-1","0.51","0.62","0.17","2276","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A02DJ","Sharks","Adults and Elderly","Adults","All","20","0.3","0.3","0.13","-1","0.51","0.51","0.12","2276","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2007","A02DQ","Rays","Adults and Elderly","Adults","All","1","0.37","0.37","0.37","-1","0.37","0.37","0","2276","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2007","A02DX","Tuna","Adults and Elderly","Adults","All","66","0.37","0.33","0.05","-1","0.84","0.97","0.26","2276","0.01","0","0","-1","0","0.1","0.08","g/kg.bw/day"
"France","2007","A02NQ","Yoghurt drinks, including sweetened and/or flavoured variants","Children and Adolescents","Other children","All","91","1.83","1.11","0.45","-1","4.56","5.85","1.56","482","0.35","0","0","-1","2.61","3.38","0.98","g/kg.bw/day"
"France","2007","A02NC","Creme fraiche and other mild variants of sour cream","Children and Adolescents","Other children","All","317","0.21","0.13","0.01","-1","0.6","0.83","0.29","482","0.14","0.06","0","-1","0.49","0.76","0.26","g/kg.bw/day"
"France","2007","A02PG","Condensed milk (sometimes with added sugars)","Children and Adolescents","Other children","All","1","0.37","0.37","0.37","-1","0.37","0.37","0","482","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2007","A02PL","Milk powder, skimmed","Children and Adolescents","Other children","All","281","0.03","0.02","0","-1","0.07","0.11","0.07","482","0.02","0.01","0","-1","0.06","0.08","0.06","g/kg.bw/day"
"France","2007","A02MN","Cream sprayable","Children and Adolescents","Other children","All","20","0.14","0.14","0.05","-1","0.25","0.27","0.07","482","0.01","0","0","-1","0","0.13","0.03","g/kg.bw/day"
"France","2007","A02LY","Cow milk, whole","Children and Adolescents","Other children","All","30","9.56","6.47","0.62","-1","25.84","30.94","8.97","482","0.6","0","0","-1","2.51","9.83","3.19","g/kg.bw/day"
"France","2007","A02LZ","Cow milk, semi skimmed (half fat)","Children and Adolescents","Other children","All","419","9.29","8.24","0.15","-1","23.33","30.58","8.05","482","8.07","6.7","0","-1","22.73","28.19","8.13","g/kg.bw/day"
"France","2007","A02MA","Cow milk, skimmed (low fat)","Children and Adolescents","Other children","All","25","3.26","2.1","1.03","-1","8.2","11.32","3.3","482","0.17","0","0","-1","0.92","2.17","1.03","g/kg.bw/day"
